image_filename,label
072517.jpg,['Apple']
072524.jpg,"['Coffee, with caffeine']"
072531.jpg,"['Bread, white']"
072532.jpg,"['Shrimp / prawn (large)', 'Ratatouille']"
072533.jpg,"['Sour cream', 'Leaf spinach']"
072535.jpg,['Water']
072538.jpg,"['Spring roll (fried)', 'Quiche, with spinach, baked, with cake dough', 'Salad, leaf / salad, green', 'Guacamole', 'Cucumber', 'Tomato, raw ', 'Red radish']"
072540.jpg,"['Hamburger (Bread, meat, ketchup)', 'Peas', 'Corn', 'Country fries']"
072541.jpg,['Eggplant']
072542.jpg,"['Carrot, raw', 'Salad dressing', 'Tomato, raw ', 'Breadcrumbs (unspiced)', 'Potato-gnocchi', 'Sauce, pesto', 'Cucumber', 'Egg', 'Shrimp / prawn (small)']"
072546.jpg,"['Shrimp / prawn (large)', 'Carrot, raw', 'Swiss chard']"
072547.jpg,['Dark chocolate']
072557.jpg,['Praline']
072566.jpg,"['Soup, vegetable']"
072567.jpg,"['Chips, french fries', 'Cordon bleu, from pork schnitzel, fried', 'Alfa sprouts']"
072569.jpg,['Guacamole']
072570.jpg,"['Bread, wholemeal']"
072588.jpg,['Mandarine']
072593.jpg,['Mandarine']
072600.jpg,"['Tea, green']"
072603.jpg,['Cookies']
072604.jpg,"['Pasta, wholemeal', 'Goat cheese (soft)']"
072606.jpg,"['Pasta, penne']"
072607.jpg,['Water']
072608.jpg,"['Pasta, penne']"
072610.jpg,"['Bread, white']"
072619.jpg,['Mixed vegetables']
072620.jpg,"['Mixed salad (chopped without sauce)', 'Coleslaw (chopped without sauce)']"
072621.jpg,"['Soup, vegetable']"
072623.jpg,"['Mixed salad (chopped without sauce)', 'Avocado', 'Cheese', 'Onion']"
072624.jpg,['Beer']
072631.jpg,['Hard cheese']
072634.jpg,"['Pasta', 'Pumpkin', 'Cheese']"
072648.jpg,['Butter']
072649.jpg,"['Bread, white']"
072653.jpg,"['Coffee, with caffeine']"
072654.jpg,['Water']
072658.jpg,"['Coffee, with caffeine']"
072659.jpg,"['Bread, wholemeal', 'Jam']"
072669.jpg,['Glucose drink 50g']
072671.jpg,['Glucose drink 50g']
072675.jpg,['Cookies']
072684.jpg,"['Espresso, with caffeine']"
072685.jpg,"['Pear', 'Apple', 'Banana']"
072687.jpg,"['Tea, black']"
072696.jpg,"['Espresso, with caffeine']"
072699.jpg,['Kaki']
072700.jpg,"['Celeriac', 'Sauerkraut', 'Mayonnaise']"
072706.jpg,['Chocolate cookies']
072707.jpg,"[""Salad, lambs' ear"", 'Chicken', 'Country fries']"
072708.jpg,"['Salad, leaf / salad, green', 'Carrot, raw']"
072710.jpg,"['Potato-gnocchi', 'Cheese', 'Sauce, cream']"
072717.jpg,"['Pizza, with ham, baked']"
072718.jpg,"['Water, mineral']"
072719.jpg,"['Quiche, with cheese, baked, with puff pastry']"
072721.jpg,"['Potato-gnocchi', 'Sauce, cream', 'Cheese']"
072722.jpg,"['Salad, leaf / salad, green', 'Carrot, raw']"
072725.jpg,"['Fish crunchies (battered)', 'Potatoes steamed', 'Mixed vegetables', 'Tartar sauce', 'Water']"
072728.jpg,"['Corn', 'French salad dressing']"
072729.jpg,"['Beetroot, steamed, without addition of salt']"
072730.jpg,"['Salad, leaf / salad, green']"
072731.jpg,['Naan (indien bread)']
072733.jpg,"['Shrimp / prawn (small)', 'Sauce, curry']"
072735.jpg,"['Soup of lentils, Dahl (Dhal)']"
072736.jpg,"['Rice, Basmati']"
072740.jpg,"['Cucumber', 'Carrot, raw', 'Bread, white', 'Corn', 'Tomato, raw ', 'Celeriac']"
072742.jpg,['Chicken curry (cream/coconut milk. curry spices/paste))']
072743.jpg,['Cauliflower']
072745.jpg,"['Espresso, with caffeine']"
072746.jpg,['Praline']
072749.jpg,"['Chips, french fries']"
072798.jpg,['Pear']
072799.jpg,['Herbal tea']
072801.jpg,['Milk chocolate']
072804.jpg,"['Coffee, with caffeine']"
072807.jpg,"['Coffee, with caffeine']"
072808.jpg,['Mandarine']
072809.jpg,"['Tea, black']"
072832.jpg,"['Lasagne, meat, prepared']"
072833.jpg,['Water']
072837.jpg,['Water']
072838.jpg,['Water']
072839.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ', 'Carrot, raw']"
072841.jpg,"['Crêpe, plain', 'Leaf spinach', 'Zucchini', 'Beef, minced (only meat)']"
072850.jpg,"['Cake, chocolate']"
072851.jpg,"['Swiss chard', 'Frying sausage']"
072852.jpg,"['Chicken, cut into stripes (only meat)', 'Pasta, noodles', 'Sauce, curry', 'Mixed vegetables']"
072856.jpg,"['Mixed salad (chopped without sauce)', 'Carrot, raw']"
072857.jpg,"['Wine, red']"
072873.jpg,"['Pizza, Margherita, baked', 'Bacon, frying']"
072875.jpg,"['Bread, wholemeal']"
072876.jpg,"['Wine, red']"
072881.jpg,['Cheese']
072893.jpg,"['Bread, wholemeal']"
072895.jpg,"['Coffee, with caffeine']"
072896.jpg,['Water']
072897.jpg,"['Coffee, with caffeine']"
072899.jpg,"['White coffee, with caffeine']"
072900.jpg,['Crunch Müesli']
072904.jpg,"['Butter', 'Bread, white']"
072909.jpg,['Egg']
072911.jpg,"['Butter', 'Bread, wholemeal']"
072912.jpg,['Müesli']
072920.jpg,"['Tea, peppermint']"
072921.jpg,"['Tea, peppermint']"
072922.jpg,['Glucose drink 50g']
072923.jpg,"['Tart', 'Sugar, glazing']"
072924.jpg,"['Coffee, with caffeine']"
072932.jpg,"['Coffee, with caffeine']"
072946.jpg,['Peanut']
072953.jpg,"['Bread, white']"
072954.jpg,"['Wienerli (Swiss sausage)', 'Pasta, spaghetti', 'Sauerkraut', 'Ketchup', 'Mustard']"
072956.jpg,"['Pizza, Margherita, baked', 'Anchovies']"
072959.jpg,['Apple pie']
072963.jpg,"['Salmon, smoked']"
072964.jpg,"['Lemon pie', 'Cake, chocolate', 'Biscuit with Butter']"
072965.jpg,"['Espresso, with caffeine', 'Biscuits']"
072967.jpg,"['Butter', 'Bread, fruit']"
072969.jpg,['Apple']
072970.jpg,"['Bread, wholemeal', 'Honey']"
072976.jpg,"['Celeriac', 'Carrot, raw', 'Beetroot, steamed, without addition of salt', 'Cucumber', 'Tomato, raw ', 'Mushroom', 'Bread, wholemeal', 'White cabbage']"
072979.jpg,"['White coffee, with caffeine']"
072981.jpg,['Praline']
072982.jpg,"['Coffee, with caffeine']"
072991.jpg,"['Espresso, with caffeine']"
073008.jpg,"['Carrot, raw', 'Avocado', 'Tomato, raw ']"
073022.jpg,['Tea']
073023.jpg,['Tea']
073029.jpg,['Tea']
073032.jpg,"['Vegetable mix, peas and carrots', 'Leaf spinach', 'Sauce (savoury)', 'Bread, wholemeal']"
073033.jpg,"['Cake, chocolate']"
073035.jpg,"['Cucumber', 'Bell pepper, red, raw ', 'Dips']"
073040.jpg,['Beer']
073043.jpg,"['Falafel (balls)', 'Bread, wholemeal', 'Butter', 'Cucumber', 'Egg']"
073044.jpg,['Water']
073048.jpg,['Avocado']
073050.jpg,"['Cake, chocolate']"
073052.jpg,"['Tartar (meat)', 'Tomato, raw ']"
073057.jpg,['Country fries']
073058.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ', 'Onion', 'Red radish', 'Mushroom']"
073059.jpg,"['Rice', 'Potatoes steamed', 'Chicken']"
073062.jpg,"['Frying sausage', 'Bacon, cooking']"
073066.jpg,"['Grits, polenta, maize flour', 'Beef, sirloin steak', 'Potatoes steamed', 'Sour cream']"
073075.jpg,['Semi-hard cheese']
073076.jpg,"['Pasta', 'Tomato sauce']"
073082.jpg,"['Coffee, with caffeine']"
073083.jpg,"['Wine, red']"
073093.jpg,['Mandarine']
073094.jpg,['Beer']
073097.jpg,['Frying sausage']
073098.jpg,['Frying sausage']
073099.jpg,"[""Salad, lambs' ear"", 'Cucumber, pickled ', 'Bell pepper, red, raw ']"
073100.jpg,"['Carrot, raw', 'Fennel', 'Fish fingers (breaded)', 'Fish', 'Rice', 'Capers']"
073101.jpg,['Glucose drink 50g']
073102.jpg,"['Beer', 'Pasta, twist', 'Apple']"
073104.jpg,"['White coffee, with caffeine']"
073105.jpg,"['Crunch Müesli', 'Orange']"
073107.jpg,"['Bread, wholemeal']"
073109.jpg,"['Coffee, with caffeine']"
073115.jpg,['Cappuccino']
073122.jpg,['Milk']
073140.jpg,"['Bread, fruit', 'Honey']"
073146.jpg,"['Espresso, with caffeine']"
073154.jpg,"['Espresso, with caffeine']"
073155.jpg,['Mandarine']
073158.jpg,"['Coffee, with caffeine']"
073170.jpg,"['Mixed salad (chopped without sauce)', 'Croutons']"
073174.jpg,"['Mixed salad (chopped without sauce)', 'Carrot, raw']"
073175.jpg,['Water']
073177.jpg,"['Chicken', 'Rice', 'Swiss chard']"
073182.jpg,"['Salad, leaf / salad, green', 'Carrot, raw']"
073183.jpg,['Water']
073184.jpg,['Water']
073190.jpg,"['Espresso, with caffeine']"
073192.jpg,"['Salad, leaf / salad, green', 'Carrot, raw', 'Potatoes steamed', 'Tomato, raw ', 'French salad dressing']"
073202.jpg,['Water']
073203.jpg,"['Coffee, with caffeine']"
073209.jpg,['Dark chocolate']
073222.jpg,"['Beef, minced (only meat)', ""Salad, lambs' ear""]"
073230.jpg,['Mandarine']
073231.jpg,"['Espresso, with caffeine']"
073238.jpg,['Milk chocolate']
073245.jpg,['Water']
073247.jpg,['Croissant']
073250.jpg,"['White coffee, with caffeine']"
073254.jpg,"['Spaetzle', 'Sauerkraut']"
073258.jpg,['Beer']
073259.jpg,"['Salad, leaf / salad, green', 'Egg', 'Tomato, raw ']"
073260.jpg,['Water']
073261.jpg,"['Rice', 'Ham, cooked']"
073264.jpg,"['Quiche, with cheese, baked, with puff pastry']"
073265.jpg,['Water']
073271.jpg,"['Country fries', ""Salad, lambs' ear"", 'French salad dressing']"
073274.jpg,['Frying sausage']
073279.jpg,"['Wine, red']"
073284.jpg,"['Wine, white']"
073316.jpg,['Water']
073318.jpg,"['Coffee, with caffeine']"
073322.jpg,['Crunch Müesli']
073331.jpg,"['Bread, grain']"
073332.jpg,"['Bread, grain']"
073343.jpg,['Egg']
073352.jpg,"['Espresso, with caffeine']"
073353.jpg,['Water']
073355.jpg,['Jam']
073358.jpg,"['Cheese', 'Egg, scrambled, prepared', 'Bacon, frying']"
073383.jpg,"['Dried meat', 'Walnut']"
073386.jpg,"['Leaf spinach', 'Pasta, noodles']"
073388.jpg,['Water']
073389.jpg,"['Beef, roast', 'Sauce, roast', 'Leaf spinach', 'Mixed vegetables']"
073392.jpg,['Mandarine']
073401.jpg,"['Espresso, with caffeine']"
073402.jpg,['Water']
073404.jpg,['Dark chocolate']
073406.jpg,"['Chips, french fries', 'Lasagne, vegetable, prepared']"
073407.jpg,"['Mixed salad (chopped without sauce)', 'French salad dressing']"
073412.jpg,"['Egg, scrambled, prepared', 'Rice, wild', ""Salad, lambs' ear""]"
073418.jpg,"['Fish', 'Beetroot, steamed, without addition of salt', 'Alfa sprouts', 'Goat cheese (soft)']"
073419.jpg,"['Cod', 'Alfa sprouts', 'bean seeds']"
073420.jpg,"['Espresso, with caffeine']"
073432.jpg,['Mandarine']
073434.jpg,"['Salad, rocket']"
073442.jpg,['Rice waffels']
073449.jpg,['Mixed nuts']
073454.jpg,['Salami']
073456.jpg,['Crisps']
073459.jpg,"['Spaetzle', 'Sauerkraut', 'Mayonnaise']"
073460.jpg,"['Bacon, frying']"
073463.jpg,"['Bacon, frying', 'Cheese for raclette', 'Potatoes steamed', 'Butter']"
073466.jpg,"['Wine, white']"
073468.jpg,['Cheese for raclette']
073469.jpg,"['Wine, white']"
073473.jpg,"['Pasta, spaghetti']"
073475.jpg,"['Wine, red']"
073476.jpg,"['Chips, french fries', 'Mixed vegetables']"
073483.jpg,"['Cheese', 'Salami']"
073484.jpg,"['Wine, white']"
073488.jpg,"['(bread, meat substitute, lettuce, sauce)']"
073496.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ', 'French salad dressing']"
073502.jpg,"['Perch fillets (lake)', 'Chips, french fries', 'Lemon']"
073508.jpg,['Water']
073525.jpg,"['Sorbet', 'Thickened cream (> 35%)']"
073526.jpg,"['Tea, verveine']"
073531.jpg,"['Bread, pita', 'Tuna', 'Green olives']"
073550.jpg,"['Espresso, with caffeine']"
073555.jpg,['Egg']
073556.jpg,"['Coffee, with caffeine']"
073557.jpg,['Savoury puff pastry']
073559.jpg,"['Espresso, with caffeine', 'Water']"
073560.jpg,"['Peanut butter', 'Bread, wholemeal']"
073564.jpg,['Cappuccino']
073565.jpg,['Egg']
073566.jpg,"['Brioche', 'Dried raisins']"
073567.jpg,"['Juice, orange']"
073570.jpg,['Butter']
073571.jpg,"['Brioche', 'Butter']"
073574.jpg,"['Bread, wholemeal']"
073578.jpg,"['Egg', 'Bread, wholemeal', 'Bacon, frying', 'Cheese']"
073588.jpg,"['Bread, sourdough', 'Bread, wholemeal']"
073593.jpg,"['Coffee, with caffeine']"
073594.jpg,"['Espresso, with caffeine']"
073595.jpg,['Water']
073603.jpg,"['Wine, red']"
073606.jpg,['Water']
073618.jpg,['Mandarine']
073627.jpg,"['Wine, white']"
073628.jpg,"['Fondue', 'Bread, white']"
073629.jpg,['Praline']
073630.jpg,"['Pasta', 'Gruyère']"
073631.jpg,"['Egg, scrambled, prepared', ""Salad, lambs' ear"", 'French salad dressing']"
073636.jpg,"['Bread, white']"
073637.jpg,"['Soup, pumpkin']"
073638.jpg,"['Cucumber, pickled ']"
073639.jpg,"['Wine, white']"
073640.jpg,"['Rice', 'Beef, minced (only meat)', 'Tofu', 'Green bean, steamed, without addition of salt']"
073643.jpg,"['Salad, leaf / salad, green']"
073644.jpg,"['Pasta, Hörnli', ""Salad, lambs' ear"", 'Cheese']"
073645.jpg,['Tart']
073654.jpg,"['Pizza, with vegetables, baked']"
073662.jpg,['Beer']
073666.jpg,['Dried meat']
073667.jpg,"['Coffee, with caffeine']"
073670.jpg,['Apple']
073674.jpg,['Water']
073676.jpg,"['Pasta, linguini, parpadelle, Tagliatelle', 'Sauce, mushroom', 'Pork, escalope']"
073677.jpg,"['Wine, red']"
073678.jpg,['Water']
073681.jpg,"['Ham croissant', 'Carrot, raw']"
073686.jpg,"['Wine, red']"
073687.jpg,['Ham croissant']
073688.jpg,"['Salmon', 'Potatoes steamed', 'Yaourt, yahourt, yogourt ou yoghourt, natural']"
073689.jpg,"['Wine, white']"
073691.jpg,"['Potatoes steamed', 'Tomato, raw ']"
073697.jpg,['Mixed salad (chopped without sauce)']
073706.jpg,['Mixed nuts']
073707.jpg,"['Wine, white']"
073708.jpg,"['Sauce, cream', 'Balsamic vinegar']"
073710.jpg,"['Sauce, roast']"
073711.jpg,"['Chips, french fries']"
073722.jpg,"['Yaourt, yahourt, yogourt ou yoghourt, natural', 'Rice, Basmati', 'Naan (indien bread)']"
073723.jpg,"['Naan (indien bread)', 'Rice, Basmati', 'Yaourt, yahourt, yogourt ou yoghourt, natural']"
073725.jpg,"['Fennel', 'Rice', 'Bacon, frying']"
073731.jpg,"['French beans', 'Carrot, raw']"
073732.jpg,"['Sorbet', 'Dairy ice cream', 'Thickened cream (> 35%)']"
073738.jpg,"['Chocolate mousse', 'Vanille cream, cooked, Custard, Crème dessert']"
073756.jpg,['Braided white loaf']
073757.jpg,"['Coffee, with caffeine']"
073759.jpg,"['Juice, orange']"
073762.jpg,"['Braided white loaf', 'Butter', 'Honey']"
073763.jpg,"['Tea, green']"
073764.jpg,"['Bread, wholemeal', 'Margarine']"
073765.jpg,['Egg']
073768.jpg,['Mandarine']
073773.jpg,"['Bread, wholemeal']"
073775.jpg,"['Hard cheese', 'Braided white loaf', 'Butter']"
073777.jpg,"['Coffee, with caffeine']"
073778.jpg,"['Bread, white', 'Avocado']"
073779.jpg,['Water']
073787.jpg,['Croissant with chocolate filling']
073792.jpg,"['Braided white loaf', 'Butter', 'Egg', 'Dried meat']"
073793.jpg,['Hummus']
073794.jpg,"['Braided white loaf', 'Butter', 'Honey']"
073795.jpg,"['Braided white loaf', 'Jam']"
073796.jpg,"['Braided white loaf', 'Jam', 'Butter, spread, puree almond']"
073797.jpg,"['Espresso, with caffeine']"
073800.jpg,"['Crunch Müesli', 'Milk']"
073803.jpg,"['Dough (puff pastry, shortcrust, bread, pizza dough)', 'Bacon, frying']"
073804.jpg,['Cappuccino']
073806.jpg,"['Cake, chocolate']"
073814.jpg,"['Espresso, with caffeine']"
073817.jpg,"['Coffee, with caffeine']"
073829.jpg,"['Carrot, raw']"
073831.jpg,['Water']
073833.jpg,"['Egg', 'Meat terrine, paté', 'Bacon, raw', 'Sweet corn, canned', 'Cucumber, pickled ', 'Mayonnaise']"
073835.jpg,"['Pizza, Margherita, baked', 'Anchovies']"
073836.jpg,"['Wine, white']"
073841.jpg,"['Rosti', 'Carrot, raw', 'Sauce, cream', 'Mushrooms']"
073842.jpg,"['Carrot, raw', 'Sauce, cream']"
073843.jpg,"['Pasta', 'Tomato sauce', 'Pork, escalope']"
073845.jpg,"['Water, mineral']"
073846.jpg,"['Pork, escalope', 'Pasta in conch form', 'Tomato sauce']"
073853.jpg,"['Salad, leaf / salad, green', 'Balsamic salad dressing']"
073854.jpg,"['Coffee, with caffeine']"
073859.jpg,"['Salad, leaf / salad, green', 'Beef, cut into stripes (only meat)', 'Vegetable au gratin, baked']"
073863.jpg,"['Minced meat', 'Tofu']"
073864.jpg,['Minced meat']
073865.jpg,['Dairy ice cream']
073869.jpg,"['Croutons', 'Beans, kidney']"
073878.jpg,['Mandarine']
073880.jpg,"['Semi-hard cheese', 'Pear']"
073884.jpg,"['Coffee, with caffeine']"
073885.jpg,"['Bread, wholemeal', 'Butter']"
073888.jpg,"['Tea, black']"
073892.jpg,['Mandarine']
073893.jpg,['Tea']
073897.jpg,"['Chips, french fries']"
073901.jpg,"['Semi-hard cheese', 'Salami']"
073904.jpg,"['Wine, white']"
073905.jpg,['Water']
073906.jpg,"['Wine, red']"
073907.jpg,"['Pizza, Margherita, baked']"
073908.jpg,['Water']
073909.jpg,"['Soup, vegetable', 'Croutons']"
073910.jpg,"['Ham, cooked', 'Bread, wholemeal']"
073912.jpg,"['Dried meat', 'Hummus', 'Braided white loaf', 'Butter']"
073913.jpg,"['Beetroot, steamed, without addition of salt', 'Feta']"
073916.jpg,['Apple pie']
073919.jpg,['Beer']
073921.jpg,"['Black olives', 'Onion', 'Pizza, with vegetables, baked']"
073929.jpg,"['Black olives', 'Onion']"
073933.jpg,"['Wine, white']"
073943.jpg,['Water']
073947.jpg,['Croissant']
073948.jpg,"['Coffee, with caffeine']"
073949.jpg,"['Bread, white']"
073965.jpg,['Water']
073969.jpg,"['Bread, grain', 'Cheese']"
073971.jpg,['Croissant with chocolate filling']
073975.jpg,"['Espresso, with caffeine']"
073976.jpg,['Brioche']
073979.jpg,"['Brie', 'Gruyère']"
073980.jpg,"['Bread, grain']"
073981.jpg,"['Birchermüesli, prepared, no sugar added']"
073985.jpg,['Tart']
073987.jpg,['Cappuccino']
074001.jpg,"['Soup, pumpkin']"
074002.jpg,['Beer']
074005.jpg,"['Lasagne, meat, prepared']"
074006.jpg,"['Carrot, raw']"
074007.jpg,['Fennel']
074009.jpg,"['Lasagne, meat, prepared']"
074010.jpg,"['Avocado', 'Tomato, raw ', 'Fish']"
074011.jpg,['Rice']
074014.jpg,"['Tomato, raw ', 'Processed cheese', 'Broccoli', 'Artichoke', 'Bell pepper, red, raw ']"
074015.jpg,"['Ristretto, with caffeine']"
074018.jpg,"['Witloof chicory', 'Mixed seeds', 'Apple']"
074023.jpg,['Water']
074024.jpg,"['Pizza, with ham, with mushrooms, baked']"
074025.jpg,"['Espresso, with caffeine']"
074026.jpg,"['Fruit coulis', 'Raspberries', 'Chocolate']"
074029.jpg,"['Espresso, with caffeine']"
074035.jpg,['Apple pie']
074040.jpg,"['Banana', 'Apple']"
074044.jpg,['Cappuccino']
074046.jpg,"['Tea, green']"
074049.jpg,"['Espresso, with caffeine']"
074052.jpg,['Tart']
074054.jpg,['Mango']
074055.jpg,['Pistachio']
074056.jpg,"['Leek', 'Bacon, cooking', 'Rosti']"
074061.jpg,['Water']
074062.jpg,"['Salad, leaf / salad, green', 'Carrot, raw']"
074063.jpg,['Tart']
074064.jpg,['Hard cheese']
074066.jpg,['Tart']
074080.jpg,['Apple']
074081.jpg,['Beer']
074082.jpg,"['Shrimp / prawn (small)', 'Tête de Moine', 'Feta', 'Mungbean sprouts', ""Salad, lambs' ear""]"
074085.jpg,"['Fajita (bread only)', 'Bacon, frying', 'Swiss chard']"
074091.jpg,"['Ham, raw']"
074092.jpg,['Light beer']
074094.jpg,['Praline']
074099.jpg,"['Beef, minced (only meat)', 'Tomato sauce', 'Lamb']"
074100.jpg,['Orange']
074109.jpg,"['Bread, white']"
074110.jpg,['Water']
074114.jpg,['Water']
074115.jpg,"['Coffee, with caffeine']"
074117.jpg,"['Bread, white']"
074135.jpg,['Apple']
074136.jpg,"['Coffee, with caffeine']"
074140.jpg,['Apple']
074144.jpg,"['Espresso, with caffeine']"
074145.jpg,"['Juice, orange']"
074146.jpg,"['Espresso, with caffeine']"
074155.jpg,['Tea']
074162.jpg,"['Chicken, leg', 'Naan (indien bread)', 'Rice, Basmati', 'Yaourt, yahourt, yogourt ou yoghourt, natural', 'Soup of lentils, Dahl (Dhal)']"
074163.jpg,['Water']
074164.jpg,['Tiramisu']
074166.jpg,"['Mixed salad (chopped without sauce)', 'Witloof chicory']"
074168.jpg,"['Lentils green (du Puy, du Berry)', 'Rice', 'Chicken curry (cream/coconut milk. curry spices/paste))', 'Carrot, raw', 'Tomato, raw ']"
074175.jpg,"['Ham, raw', 'Bacon, raw', 'Hard cheese', 'Dried meat']"
074176.jpg,"['Carrot, raw', 'Gruyère', 'Salad, leaf / salad, green']"
074177.jpg,"['Salad, leaf / salad, green', 'Eggplant', 'Falafel (balls)', 'French salad dressing']"
074179.jpg,"['Cake, chocolate']"
074181.jpg,['Apple']
074182.jpg,"['Brussel sprouts', 'Red cabbage', 'Pumpkin', 'Savoy cabbage, steamed, without addition of salt', 'Mashed potatoes, prepared, with full fat milk, with butter']"
074186.jpg,['Fruit tart']
074187.jpg,"['Coffee, with caffeine']"
074192.jpg,"['Bread, grain']"
074193.jpg,['Fruit salad']
074196.jpg,['Dark chocolate']
074201.jpg,['Pear']
074205.jpg,['Beer']
074208.jpg,['Sweets / candies']
074209.jpg,['Kiwi']
074212.jpg,"['Bread, French (white flour)', 'Mozzarella', 'Sun-dried tomatoe', 'Bell pepper, red, raw ']"
074217.jpg,"['Bread, wholemeal']"
074224.jpg,"['Pasta, wholemeal']"
074225.jpg,"['Bread, wholemeal', 'Jam']"
074226.jpg,"['Chili con carne, prepared', 'Rice, whole-grain']"
074227.jpg,['Water']
074228.jpg,"['Chili con carne, prepared', 'Rice, whole-grain']"
074229.jpg,['Pear']
074231.jpg,"['Dried meat', 'Bacon, raw', 'Ham, raw']"
074232.jpg,"['Espresso, with caffeine']"
074233.jpg,"['Birchermüesli, prepared, no sugar added']"
074234.jpg,['Milk']
074237.jpg,"['Veal sausage', 'Broccoli', 'Ketchup', 'Rice', 'Lentils', 'Pizza, with vegetables, baked']"
074249.jpg,['Fruit tart']
074252.jpg,"['Beef', 'Witloof chicory', 'Mandarine']"
074258.jpg,"['Zucchini', 'Hard cheese', 'Lamb, chop', 'Onion']"
074268.jpg,"['Juice, orange']"
074271.jpg,"['Honey', 'Bread, wholemeal']"
074272.jpg,"['Butter', 'Bread, white']"
074273.jpg,['Water']
074274.jpg,"['Coffee, with caffeine']"
074276.jpg,"['Espresso, with caffeine']"
074278.jpg,"['Bread, white']"
074304.jpg,['Orange']
074311.jpg,"['Coffee, with caffeine']"
074313.jpg,"['Latte macchiato, with caffeine']"
074314.jpg,"['Espresso, with caffeine']"
074320.jpg,"['Sandwich (ham, cheese and butter)']"
074322.jpg,"['Birchermüesli, prepared, no sugar added']"
074324.jpg,"['Sauerkraut', 'Veal sausage', 'Spaetzle']"
074326.jpg,"['Grits, polenta, maize flour', 'Cauliflower', 'Broccoli', 'Cheese']"
074327.jpg,"['Salad, leaf / salad, green', 'Carrot, raw', 'Lentils']"
074328.jpg,"['Juice, apple']"
074329.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ', 'Carrot, raw']"
074330.jpg,"['Beef, minced (only meat)', 'Lamb', 'Tomato sauce']"
074335.jpg,['Ham croissant']
074336.jpg,"['Goat cheese (soft)', 'Breadcrumbs (unspiced)', 'Salad, leaf / salad, green', 'Carrot, raw', 'Leek']"
074339.jpg,"['Rice', 'Fish fingers (breaded)', 'Peas', 'Mayonnaise']"
074341.jpg,"['Salad, leaf / salad, green', 'Gruyère', 'Carrot, raw', 'Cucumber']"
074342.jpg,"['Peas', 'Rice', 'Fish fingers (breaded)']"
074346.jpg,['Fruit tart']
074347.jpg,"['Espresso, with caffeine']"
074360.jpg,"['Espresso, with caffeine']"
074370.jpg,"['Pie, plum, baked, with cake dough']"
074376.jpg,['Mixed nuts']
074377.jpg,['Pear']
074378.jpg,"['Coffee, with caffeine']"
074379.jpg,['Biscuits']
074387.jpg,"['Bread, white']"
074389.jpg,"['Salad, leaf / salad, green', 'Carrot, raw']"
074392.jpg,"['Mozzarella', 'Chickpeas', 'Beans, kidney']"
074403.jpg,"['Wine, white']"
074405.jpg,['Water']
074406.jpg,"['Romanesco', 'Pasta', 'Lye pretzel (soft)', 'Cervelat', 'Sauce, mushroom', 'Frying sausage']"
074408.jpg,"['Potatoes steamed', 'Sausage']"
074409.jpg,"['Salad, leaf / salad, green', 'Bell pepper, red, raw ']"
074410.jpg,['Black olives']
074411.jpg,"['Wine, white']"
074413.jpg,"['Wine, red']"
074414.jpg,"['Cucumber, pickled ', 'Dried meat', 'Bacon, raw', 'Ham, raw', 'Bread, grain', 'Onion', 'Mozzarella', 'Sugar Melon', 'Gruyère', 'Bread', 'Butter', 'Tomato, raw ', 'Hummus']"
074416.jpg,"['Wine, red']"
074417.jpg,"['Tartar (meat)', 'Bread, toast', 'Onion']"
074426.jpg,"['Bread, toast']"
074440.jpg,"['Spinach, raw', 'Gruyère', 'Water']"
074441.jpg,"['Wine, red']"
074444.jpg,"['Perch fillets (lake)', 'Grits, polenta, maize flour', 'Orange']"
074450.jpg,"['Grits, polenta, maize flour', 'Orange']"
074451.jpg,"['Wine, red']"
074453.jpg,"['Chocolate mousse', 'Chocolate']"
074468.jpg,"['Bread, white', 'Butter']"
074471.jpg,"['Butter', 'Bread, white']"
074472.jpg,['Water']
074476.jpg,['Milk']
074488.jpg,"['Espresso, with caffeine']"
074490.jpg,['Water']
074504.jpg,['Egg']
074505.jpg,['Water']
074519.jpg,"['Salad, leaf / salad, green']"
074521.jpg,"['Fish', 'Rice', 'Leaf spinach', 'Green bean, steamed, without addition of salt', 'Carrot, raw', 'Lemon']"
074533.jpg,"['Soup, vegetable']"
074535.jpg,"['Bread, white']"
074536.jpg,"['Mixed salad (chopped without sauce)', 'Carrot, raw']"
074537.jpg,"['Potato-gnocchi', 'Sauce, cream', 'Pumpkin']"
074539.jpg,"['Green bean, steamed, without addition of salt']"
074540.jpg,['Rice']
074543.jpg,['Tiramisu']
074548.jpg,"['Caprese salad (Tomato Mozzarella)', 'Corn', 'Red cabbage', 'Coleslaw (chopped without sauce)', 'Tomato, raw ', 'Bell pepper, red, raw ', 'Alfa sprouts', 'Bread, wholemeal']"
074549.jpg,['Apple pie']
074553.jpg,"['Coffee, with caffeine']"
074554.jpg,['Ham croissant']
074558.jpg,"['Coffee, with caffeine']"
074579.jpg,['Mandarine']
074583.jpg,"['Crêpe, plain']"
074584.jpg,['Bolognaise sauce']
074585.jpg,"['Wine, red']"
074586.jpg,"['Risotto, without cheese, cooked', 'Mixed salad (chopped without sauce)']"
